country,indicator,year,value
GBR,health_exp_pc_usd,2018.0,4219.48632813
GBR,health_exp_pc_usd,2019.0,4258.63476563
GBR,health_exp_pc_usd,2020.0,4816.15283203
GBR,health_exp_pc_usd,2021.0,5612.04931641
GBR,health_exp_pc_usd,2022.0,5035.6171875
GBR,health_exp_pc_usd,2023.0,5366.77685547
IND,health_exp_pc_usd,2000.0,18.47883415
IND,health_exp_pc_usd,2001.0,19.74444199
IND,health_exp_pc_usd,2002.0,20.15651703
IND,health_exp_pc_usd,2003.0,21.89380074
IND,health_exp_pc_usd,2004.0,24.9240799
IND,health_exp_pc_usd,2005.0,27.49770737
IND,health_exp_pc_usd,2006.0,29.37600899
IND,health_exp_pc_usd,2007.0,35.63138962
IND,health_exp_pc_usd,2008.0,37.65440369
IND,health_exp_pc_usd,2009.0,38.05965042
IND,health_exp_pc_usd,2010.0,44.79586029
IND,health_exp_pc_usd,2011.0,48.18242264
IND,health_exp_pc_usd,2012.0,48.45263672
IND,health_exp_pc_usd,2013.0,55.46933746
IND,health_exp_pc_usd,2014.0,56.3490181
IND,health_exp_pc_usd,2015.0,58.12401581
IND,health_exp_pc_usd,2016.0,59.72652817
IND,health_exp_pc_usd,2017.0,56.66844559
IND,health_exp_pc_usd,2018.0,57.46551132
IND,health_exp_pc_usd,2019.0,60.6913681
IND,health_exp_pc_usd,2020.0,63.83099747
IND,health_exp_pc_usd,2021.0,75.54971313
IND,health_exp_pc_usd,2022.0,79.51509857
IND,health_exp_pc_usd,2023.0,
ITA,health_exp_pc_usd,2000.0,1524.23962402
ITA,health_exp_pc_usd,2001.0,1586.67272949
ITA,health_exp_pc_usd,2002.0,1762.53759766
ITA,health_exp_pc_usd,2003.0,2163.02563477
ITA,health_exp_pc_usd,2004.0,2565.62744141
ITA,health_exp_pc_usd,2005.0,2677.55224609
ITA,health_exp_pc_usd,2006.0,2832.69775391
ITA,health_exp_pc_usd,2007.0,3092.58227539
ITA,health_exp_pc_usd,2008.0,3504.11157227
ITA,health_exp_pc_usd,2009.0,3337.75073242
ITA,health_exp_pc_usd,2010.0,3217.68286133
ITA,health_exp_pc_usd,2011.0,3391.98925781
ITA,health_exp_pc_usd,2012.0,3086.30322266
ITA,health_exp_pc_usd,2013.0,3149.24267578
ITA,health_exp_pc_usd,2014.0,3154.27587891
ITA,health_exp_pc_usd,2015.0,2675.67163086
ITA,health_exp_pc_usd,2016.0,2699.73291016
ITA,health_exp_pc_usd,2017.0,2809.72143555
ITA,health_exp_pc_usd,2018.0,3002.76123047
ITA,health_exp_pc_usd,2019.0,2910.64672852
ITA,health_exp_pc_usd,2020.0,3062.09838867
ITA,health_exp_pc_usd,2021.0,3399.85766602
ITA,health_exp_pc_usd,2022.0,3134.68066406
ITA,health_exp_pc_usd,2023.0,3228.43505859
JPN,health_exp_pc_usd,2000.0,2751.38452148
JPN,health_exp_pc_usd,2001.0,2488.65185547
JPN,health_exp_pc_usd,2002.0,2412.35131836
JPN,health_exp_pc_usd,2003.0,2650.23852539
JPN,health_exp_pc_usd,2004.0,2884.67358398
JPN,health_exp_pc_usd,2005.0,2892.60473633
JPN,health_exp_pc_usd,2006.0,2763.53344727
JPN,health_exp_pc_usd,2007.0,2781.49365234
JPN,health_exp_pc_usd,2008.0,3223.29101563
JPN,health_exp_pc_usd,2009.0,3696.58422852
JPN,health_exp_pc_usd,2010.0,4071.80200195
JPN,health_exp_pc_usd,2011.0,5103.34326172
JPN,health_exp_pc_usd,2012.0,5232.36279297
JPN,health_exp_pc_usd,2013.0,4356.15527344
JPN,health_exp_pc_usd,2014.0,4121.21142578
JPN,health_exp_pc_usd,2015.0,3754.18115234
JPN,health_exp_pc_usd,2016.0,4194.22802734
JPN,health_exp_pc_usd,2017.0,4135.24316406
JPN,health_exp_pc_usd,2018.0,4265.77929688
JPN,health_exp_pc_usd,2019.0,4431.29980469
JPN,health_exp_pc_usd,2020.0,4486.63671875
JPN,health_exp_pc_usd,2021.0,4482.61816406
JPN,health_exp_pc_usd,2022.0,3889.35717773
JPN,health_exp_pc_usd,2023.0,
NGA,health_exp_pc_usd,2000.0,17.15887642
NGA,health_exp_pc_usd,2001.0,17.96053314
NGA,health_exp_pc_usd,2002.0,17.53752899
NGA,health_exp_pc_usd,2003.0,37.91439438
NGA,health_exp_pc_usd,2004.0,42.81798172
NGA,health_exp_pc_usd,2005.0,52.24337006
NGA,health_exp_pc_usd,2006.0,63.63072205
NGA,health_exp_pc_usd,2007.0,66.90659332
NGA,health_exp_pc_usd,2008.0,77.45053101
NGA,health_exp_pc_usd,2009.0,65.71811676
NGA,health_exp_pc_usd,2010.0,73.008255
NGA,health_exp_pc_usd,2011.0,80.2377243
NGA,health_exp_pc_usd,2012.0,87.89523315
NGA,health_exp_pc_usd,2013.0,97.29588318
NGA,health_exp_pc_usd,2014.0,102.39888763
NGA,health_exp_pc_usd,2015.0,92.91207123
NGA,health_exp_pc_usd,2016.0,75.52328491
NGA,health_exp_pc_usd,2017.0,70.31814575
NGA,health_exp_pc_usd,2018.0,63.60244751
NGA,health_exp_pc_usd,2019.0,67.6254425
NGA,health_exp_pc_usd,2020.0,67.91384888
NGA,health_exp_pc_usd,2021.0,81.87322235
NGA,health_exp_pc_usd,2022.0,90.92185211
NGA,health_exp_pc_usd,2023.0,
USA,health_exp_pc_usd,2000.0,4548.5546875
USA,health_exp_pc_usd,2001.0,4901.67529297
USA,health_exp_pc_usd,2002.0,5327.93701172
USA,health_exp_pc_usd,2003.0,5732.24365234
USA,health_exp_pc_usd,2004.0,6071.84423828
USA,health_exp_pc_usd,2005.0,6428.60205078
USA,health_exp_pc_usd,2006.0,6802.47509766
USA,health_exp_pc_usd,2007.0,7153.73144531
USA,health_exp_pc_usd,2008.0,7364.93847656
USA,health_exp_pc_usd,2009.0,7614.82421875
USA,health_exp_pc_usd,2010.0,7836.08837891
USA,health_exp_pc_usd,2011.0,8015.78076172
USA,health_exp_pc_usd,2012.0,8262.29101563
USA,health_exp_pc_usd,2013.0,8411.42871094
USA,health_exp_pc_usd,2014.0,8796.18261719
USA,health_exp_pc_usd,2015.0,9200.85839844
USA,health_exp_pc_usd,2016.0,9536.20605469
USA,health_exp_pc_usd,2017.0,9822.37890625
USA,health_exp_pc_usd,2018.0,10182.25585938
USA,health_exp_pc_usd,2019.0,10546.01367188
USA,health_exp_pc_usd,2020.0,11672.77050781
USA,health_exp_pc_usd,2021.0,11999.09082031
USA,health_exp_pc_usd,2022.0,12434.43359375
USA,health_exp_pc_usd,2023.0,
BRA,life_expectancy_years,2000.0,69.584
BRA,life_expectancy_years,2001.0,69.98
BRA,life_expectancy_years,2002.0,70.396
BRA,life_expectancy_years,2003.0,70.884
BRA,life_expectancy_years,2004.0,71.361
BRA,life_expectancy_years,2005.0,71.832
BRA,life_expectancy_years,2006.0,72.296
BRA,life_expectancy_years,2007.0,72.73
BRA,life_expectancy_years,2008.0,73.111
BRA,life_expectancy_years,2009.0,73.457
BRA,life_expectancy_years,2010.0,73.779
BRA,life_expectancy_years,2011.0,74.047
BRA,life_expectancy_years,2012.0,74.335
BRA,life_expectancy_years,2013.0,74.609
BRA,life_expectancy_years,2014.0,74.823
BRA,life_expectancy_years,2015.0,75.106
BRA,life_expectancy_years,2016.0,75.081
BRA,life_expectancy_years,2017.0,75.383
BRA,life_expectancy_years,2018.0,75.633
BRA,life_expectancy_years,2019.0,75.809
BRA,life_expectancy_years,2020.0,74.506
BRA,life_expectancy_years,2021.0,73.038
BRA,life_expectancy_years,2022.0,74.872
BRA,life_expectancy_years,2023.0,75.848
CHN,life_expectancy_years,2000.0,72.288
CHN,life_expectancy_years,2001.0,72.675
CHN,life_expectancy_years,2002.0,73.034
CHN,life_expectancy_years,2003.0,73.385
CHN,life_expectancy_years,2004.0,73.727
CHN,life_expectancy_years,2005.0,74.085
CHN,life_expectancy_years,2006.0,74.404
CHN,life_expectancy_years,2007.0,74.789
CHN,life_expectancy_years,2008.0,74.833
CHN,life_expectancy_years,2009.0,75.317
CHN,life_expectancy_years,2010.0,75.668
CHN,life_expectancy_years,2011.0,75.889
CHN,life_expectancy_years,2012.0,76.2
CHN,life_expectancy_years,2013.0,76.452
CHN,life_expectancy_years,2014.0,76.714
CHN,life_expectancy_years,2015.0,76.975
CHN,life_expectancy_years,2016.0,77.214
CHN,life_expectancy_years,2017.0,77.235
CHN,life_expectancy_years,2018.0,77.709
CHN,life_expectancy_years,2019.0,77.94
CHN,life_expectancy_years,2020.0,78.019
CHN,life_expectancy_years,2021.0,78.117
CHN,life_expectancy_years,2022.0,78.202
CHN,life_expectancy_years,2023.0,77.953
DEU,life_expectancy_years,2000.0,77.9268292682927
DEU,life_expectancy_years,2001.0,78.3292682926829
DEU,life_expectancy_years,2002.0,78.2292682926829
DEU,life_expectancy_years,2003.0,78.3804878048781
DEU,life_expectancy_years,2004.0,78.6804878048781
DEU,life_expectancy_years,2005.0,78.9317073170732
DEU,life_expectancy_years,2006.0,79.1317073170732
DEU,life_expectancy_years,2007.0,79.5341463414634
DEU,life_expectancy_years,2008.0,79.7365853658537
DEU,life_expectancy_years,2009.0,79.8365853658537
DEU,life_expectancy_years,2010.0,79.9878048780488
DEU,life_expectancy_years,2011.0,80.4365853658537
DEU,life_expectancy_years,2012.0,80.5390243902439
DEU,life_expectancy_years,2013.0,80.490243902439
DEU,life_expectancy_years,2014.0,81.090243902439
DEU,life_expectancy_years,2015.0,80.6414634146341
DEU,life_expectancy_years,2016.0,80.990243902439
DEU,life_expectancy_years,2017.0,80.9926829268293
DEU,life_expectancy_years,2018.0,80.8926829268293
DEU,life_expectancy_years,2019.0,81.2926829268293
DEU,life_expectancy_years,2020.0,81.0414634146342
DEU,life_expectancy_years,2021.0,80.790243902439
DEU,life_expectancy_years,2022.0,80.6080487804878
DEU,life_expectancy_years,2023.0,80.5414634146342
FRA,life_expectancy_years,2000.0,79.0560975609756
FRA,life_expectancy_years,2001.0,79.1585365853659
FRA,life_expectancy_years,2002.0,79.2609756097561
FRA,life_expectancy_years,2003.0,79.1146341463415
FRA,life_expectancy_years,2004.0,80.1634146341463
FRA,life_expectancy_years,2005.0,80.1634146341463
FRA,life_expectancy_years,2006.0,80.8121951219512
FRA,life_expectancy_years,2007.0,81.1121951219512
FRA,life_expectancy_years,2008.0,81.2146341463415
FRA,life_expectancy_years,2009.0,81.4146341463415
FRA,life_expectancy_years,2010.0,81.6634146341463
FRA,life_expectancy_years,2011.0,82.1146341463415
FRA,life_expectancy_years,2012.0,81.9682926829268
FRA,life_expectancy_years,2013.0,82.219512195122
FRA,life_expectancy_years,2014.0,82.719512195122
FRA,life_expectancy_years,2015.0,82.3219512195122
FRA,life_expectancy_years,2016.0,82.5731707317073
FRA,life_expectancy_years,2017.0,82.5756097560976
FRA,life_expectancy_years,2018.0,82.6756097560976
FRA,life_expectancy_years,2019.0,82.8268292682927
FRA,life_expectancy_years,2020.0,82.1756097560976
FRA,life_expectancy_years,2021.0,82.3243902439024
FRA,life_expectancy_years,2022.0,82.1292682926829
FRA,life_expectancy_years,2023.0,82.9292682926829
GBR,life_expectancy_years,2000.0,77.7414634146342
GBR,life_expectancy_years,2001.0,77.9926829268293
GBR,life_expectancy_years,2002.0,78.1439024390244
GBR,life_expectancy_years,2003.0,78.4463414634146
GBR,life_expectancy_years,2004.0,78.7463414634146
GBR,life_expectancy_years,2005.0,79.0487804878049
GBR,life_expectancy_years,2006.0,79.2487804878049
GBR,life_expectancy_years,2007.0,79.4487804878049
GBR,life_expectancy_years,2008.0,79.6
GBR,life_expectancy_years,2009.0,80.0512195121951
GBR,life_expectancy_years,2010.0,80.4024390243902
GBR,life_expectancy_years,2011.0,80.9512195121951
GBR,life_expectancy_years,2012.0,80.9048780487805
GBR,life_expectancy_years,2013.0,81.0048780487805
GBR,life_expectancy_years,2014.0,81.3048780487805
GBR,life_expectancy_years,2015.0,80.9560975609756
GBR,life_expectancy_years,2016.0,81.1560975609756
GBR,life_expectancy_years,2017.0,81.2560975609756
GBR,life_expectancy_years,2018.0,81.2560975609756
GBR,life_expectancy_years,2019.0,81.3691219512195
GBR,life_expectancy_years,2020.0,80.331756097561
GBR,life_expectancy_years,2021.0,80.6473170731707
GBR,life_expectancy_years,2022.0,81.0112195121951
GBR,life_expectancy_years,2023.0,81.2380975609756
IND,life_expectancy_years,2000.0,62.749
IND,life_expectancy_years,2001.0,63.158
IND,life_expectancy_years,2002.0,63.649
IND,life_expectancy_years,2003.0,64.086
IND,life_expectancy_years,2004.0,64.484
IND,life_expectancy_years,2005.0,64.939
IND,life_expectancy_years,2006.0,65.373
IND,life_expectancy_years,2007.0,65.803
IND,life_expectancy_years,2008.0,66.247
IND,life_expectancy_years,2009.0,66.7
IND,life_expectancy_years,2010.0,67.162
IND,life_expectancy_years,2011.0,67.623
IND,life_expectancy_years,2012.0,68.076
IND,life_expectancy_years,2013.0,68.499
IND,life_expectancy_years,2014.0,68.932
IND,life_expectancy_years,2015.0,69.326
IND,life_expectancy_years,2016.0,69.709
IND,life_expectancy_years,2017.0,70.068
IND,life_expectancy_years,2018.0,70.415
IND,life_expectancy_years,2019.0,70.746
IND,life_expectancy_years,2020.0,70.156
IND,life_expectancy_years,2021.0,67.282
IND,life_expectancy_years,2022.0,71.698
IND,life_expectancy_years,2023.0,72.003
ITA,life_expectancy_years,2000.0,79.7780487804878
ITA,life_expectancy_years,2001.0,80.1268292682927
ITA,life_expectancy_years,2002.0,80.2292682926829
ITA,life_expectancy_years,2003.0,79.9829268292683
ITA,life_expectancy_years,2004.0,80.7804878048781
ITA,life_expectancy_years,2005.0,80.7829268292683
ITA,life_expectancy_years,2006.0,81.2829268292683
ITA,life_expectancy_years,2007.0,81.4341463414634
ITA,life_expectancy_years,2008.0,81.4853658536585
ITA,life_expectancy_years,2009.0,81.6365853658537
ITA,life_expectancy_years,2010.0,82.0365853658537
ITA,life_expectancy_years,2011.0,82.1878048780488
ITA,life_expectancy_years,2012.0,82.2390243902439
ITA,life_expectancy_years,2013.0,82.690243902439
ITA,life_expectancy_years,2014.0,83.090243902439
ITA,life_expectancy_years,2015.0,82.5439024390244
ITA,life_expectancy_years,2016.0,83.2439024390244
ITA,life_expectancy_years,2017.0,82.9463414634147
ITA,life_expectancy_years,2018.0,83.3463414634146
ITA,life_expectancy_years,2019.0,83.4975609756098
ITA,life_expectancy_years,2020.0,82.1951219512195
ITA,life_expectancy_years,2021.0,82.6463414634146
ITA,life_expectancy_years,2022.0,82.7
ITA,life_expectancy_years,2023.0,83.7
JPN,life_expectancy_years,2000.0,81.0760975609756
JPN,life_expectancy_years,2001.0,81.4163414634146
JPN,life_expectancy_years,2002.0,81.6907317073171
JPN,life_expectancy_years,2003.0,81.76
JPN,life_expectancy_years,2004.0,82.030243902439
JPN,life_expectancy_years,2005.0,81.9551219512195
JPN,life_expectancy_years,2006.0,82.3219512195122
JPN,life_expectancy_years,2007.0,82.5070731707317
JPN,life_expectancy_years,2008.0,82.5875609756098
JPN,life_expectancy_years,2009.0,82.9314634146342
JPN,life_expectancy_years,2010.0,82.8426829268293
JPN,life_expectancy_years,2011.0,82.5912195121951
JPN,life_expectancy_years,2012.0,83.0960975609756
JPN,life_expectancy_years,2013.0,83.3319512195122
JPN,life_expectancy_years,2014.0,83.5878048780488
JPN,life_expectancy_years,2015.0,83.7939024390244
JPN,life_expectancy_years,2016.0,83.9848780487805
JPN,life_expectancy_years,2017.0,84.099756097561
JPN,life_expectancy_years,2018.0,84.2109756097561
JPN,life_expectancy_years,2019.0,84.3563414634146
JPN,life_expectancy_years,2020.0,84.56
JPN,life_expectancy_years,2021.0,84.4456097560976
JPN,life_expectancy_years,2022.0,83.9963414634146
JPN,life_expectancy_years,2023.0,84.0412195121951
NGA,life_expectancy_years,2000.0,47.143
NGA,life_expectancy_years,2001.0,47.549
NGA,life_expectancy_years,2002.0,48.02
NGA,life_expectancy_years,2003.0,48.618
NGA,life_expectancy_years,2004.0,49.148
NGA,life_expectancy_years,2005.0,49.538
NGA,life_expectancy_years,2006.0,49.876
NGA,life_expectancy_years,2007.0,50.381
NGA,life_expectancy_years,2008.0,50.748
NGA,life_expectancy_years,2009.0,51.08
NGA,life_expectancy_years,2010.0,51.315
NGA,life_expectancy_years,2011.0,51.49
NGA,life_expectancy_years,2012.0,51.688
NGA,life_expectancy_years,2013.0,51.827
NGA,life_expectancy_years,2014.0,51.94
NGA,life_expectancy_years,2015.0,51.939
NGA,life_expectancy_years,2016.0,52.189
NGA,life_expectancy_years,2017.0,52.397
NGA,life_expectancy_years,2018.0,52.669
NGA,life_expectancy_years,2019.0,53.009
NGA,life_expectancy_years,2020.0,53.072
NGA,life_expectancy_years,2021.0,53.455
NGA,life_expectancy_years,2022.0,54.079
NGA,life_expectancy_years,2023.0,54.462
USA,life_expectancy_years,2000.0,76.6365853658537
USA,life_expectancy_years,2001.0,76.8365853658537
USA,life_expectancy_years,2002.0,76.9365853658537
USA,life_expectancy_years,2003.0,77.0365853658537
USA,life_expectancy_years,2004.0,77.4878048780488
USA,life_expectancy_years,2005.0,77.4878048780488
USA,life_expectancy_years,2006.0,77.6878048780488
USA,life_expectancy_years,2007.0,77.9878048780488
USA,life_expectancy_years,2008.0,78.0390243902439
USA,life_expectancy_years,2009.0,78.390243902439
USA,life_expectancy_years,2010.0,78.5414634146342
USA,life_expectancy_years,2011.0,78.6414634146341
USA,life_expectancy_years,2012.0,78.7414634146342
USA,life_expectancy_years,2013.0,78.7414634146342
USA,life_expectancy_years,2014.0,78.8414634146341
USA,life_expectancy_years,2015.0,78.690243902439
USA,life_expectancy_years,2016.0,78.5390243902439
USA,life_expectancy_years,2017.0,78.5390243902439
USA,life_expectancy_years,2018.0,78.6390243902439
USA,life_expectancy_years,2019.0,78.7878048780488
USA,life_expectancy_years,2020.0,76.9804878048781
USA,life_expectancy_years,2021.0,76.3292682926829
USA,life_expectancy_years,2022.0,77.4341463414634
USA,life_expectancy_years,2023.0,78.3853658536585
BRA,urban_population_pct,2000.0,81.192
BRA,urban_population_pct,2001.0,81.553
BRA,urban_population_pct,2002.0,81.88
BRA,urban_population_pct,2003.0,82.203
BRA,urban_population_pct,2004.0,82.521
BRA,urban_population_pct,2005.0,82.834
BRA,urban_population_pct,2006.0,83.143
BRA,urban_population_pct,2007.0,83.448
BRA,urban_population_pct,2008.0,83.749
BRA,urban_population_pct,2009.0,84.044
BRA,urban_population_pct,2010.0,84.335
BRA,urban_population_pct,2011.0,84.631
BRA,urban_population_pct,2012.0,84.923
BRA,urban_population_pct,2013.0,85.209
BRA,urban_population_pct,2014.0,85.492
BRA,urban_population_pct,2015.0,85.77
BRA,urban_population_pct,2016.0,86.042
BRA,urban_population_pct,2017.0,86.309
BRA,urban_population_pct,2018.0,86.569
BRA,urban_population_pct,2019.0,86.824
BRA,urban_population_pct,2020.0,87.073
BRA,urban_population_pct,2021.0,87.317
BRA,urban_population_pct,2022.0,87.555
BRA,urban_population_pct,2023.0,87.788
CHN,urban_population_pct,2000.0,35.877
CHN,urban_population_pct,2001.0,37.093
CHN,urban_population_pct,2002.0,38.425
CHN,urban_population_pct,2003.0,39.776
CHN,urban_population_pct,2004.0,41.144
CHN,urban_population_pct,2005.0,42.522
CHN,urban_population_pct,2006.0,43.868
CHN,urban_population_pct,2007.0,45.199
CHN,urban_population_pct,2008.0,46.539
CHN,urban_population_pct,2009.0,47.88
CHN,urban_population_pct,2010.0,49.226
CHN,urban_population_pct,2011.0,50.511
CHN,urban_population_pct,2012.0,51.765
CHN,urban_population_pct,2013.0,53.013
CHN,urban_population_pct,2014.0,54.259
CHN,urban_population_pct,2015.0,55.5
CHN,urban_population_pct,2016.0,56.736
CHN,urban_population_pct,2017.0,57.96
CHN,urban_population_pct,2018.0,59.152
CHN,urban_population_pct,2019.0,60.308
CHN,urban_population_pct,2020.0,61.428
CHN,urban_population_pct,2021.0,62.512
CHN,urban_population_pct,2022.0,63.56
CHN,urban_population_pct,2023.0,64.57
DEU,urban_population_pct,2000.0,74.965
DEU,urban_population_pct,2001.0,75.17
DEU,urban_population_pct,2002.0,75.374
DEU,urban_population_pct,2003.0,75.577
DEU,urban_population_pct,2004.0,75.779
DEU,urban_population_pct,2005.0,75.98
DEU,urban_population_pct,2006.0,76.179
DEU,urban_population_pct,2007.0,76.378
DEU,urban_population_pct,2008.0,76.575
DEU,urban_population_pct,2009.0,76.771
DEU,urban_population_pct,2010.0,76.966
DEU,urban_population_pct,2011.0,77.16
DEU,urban_population_pct,2012.0,77.17
DEU,urban_population_pct,2013.0,77.18
DEU,urban_population_pct,2014.0,77.19
DEU,urban_population_pct,2015.0,77.2
DEU,urban_population_pct,2016.0,77.224
DEU,urban_population_pct,2017.0,77.261
DEU,urban_population_pct,2018.0,77.312
DEU,urban_population_pct,2019.0,77.376
DEU,urban_population_pct,2020.0,77.453
DEU,urban_population_pct,2021.0,77.544
DEU,urban_population_pct,2022.0,77.648
DEU,urban_population_pct,2023.0,77.765
FRA,urban_population_pct,2000.0,75.871
FRA,urban_population_pct,2001.0,76.127
FRA,urban_population_pct,2002.0,76.38
FRA,urban_population_pct,2003.0,76.632
FRA,urban_population_pct,2004.0,76.883
FRA,urban_population_pct,2005.0,77.13
FRA,urban_population_pct,2006.0,77.377
FRA,urban_population_pct,2007.0,77.621
FRA,urban_population_pct,2008.0,77.868
FRA,urban_population_pct,2009.0,78.117
FRA,urban_population_pct,2010.0,78.369
FRA,urban_population_pct,2011.0,78.622
FRA,urban_population_pct,2012.0,78.878
FRA,urban_population_pct,2013.0,79.135
FRA,urban_population_pct,2014.0,79.394
FRA,urban_population_pct,2015.0,79.655
FRA,urban_population_pct,2016.0,79.917
FRA,urban_population_pct,2017.0,80.18
FRA,urban_population_pct,2018.0,80.444
FRA,urban_population_pct,2019.0,80.709
FRA,urban_population_pct,2020.0,80.975
FRA,urban_population_pct,2021.0,81.242
FRA,urban_population_pct,2022.0,81.509
FRA,urban_population_pct,2023.0,81.777
GBR,urban_population_pct,2000.0,78.651
GBR,urban_population_pct,2001.0,78.751
GBR,urban_population_pct,2002.0,79.047
GBR,urban_population_pct,2003.0,79.339
GBR,urban_population_pct,2004.0,79.629
GBR,urban_population_pct,2005.0,79.915
GBR,urban_population_pct,2006.0,80.199
GBR,urban_population_pct,2007.0,80.479
GBR,urban_population_pct,2008.0,80.757
GBR,urban_population_pct,2009.0,81.031
GBR,urban_population_pct,2010.0,81.302
GBR,urban_population_pct,2011.0,81.57
GBR,urban_population_pct,2012.0,81.837
GBR,urban_population_pct,2013.0,82.102
GBR,urban_population_pct,2014.0,82.365
GBR,urban_population_pct,2015.0,82.626
GBR,urban_population_pct,2016.0,82.886
GBR,urban_population_pct,2017.0,83.143
GBR,urban_population_pct,2018.0,83.398
GBR,urban_population_pct,2019.0,83.652
GBR,urban_population_pct,2020.0,83.903
GBR,urban_population_pct,2021.0,84.152
GBR,urban_population_pct,2022.0,84.398
GBR,urban_population_pct,2023.0,84.642
IND,urban_population_pct,2000.0,27.667
IND,urban_population_pct,2001.0,27.918
IND,urban_population_pct,2002.0,28.244
IND,urban_population_pct,2003.0,28.572
IND,urban_population_pct,2004.0,28.903
IND,urban_population_pct,2005.0,29.235
IND,urban_population_pct,2006.0,29.569
IND,urban_population_pct,2007.0,29.906
IND,urban_population_pct,2008.0,30.246
IND,urban_population_pct,2009.0,30.587
IND,urban_population_pct,2010.0,30.93
IND,urban_population_pct,2011.0,31.276
IND,urban_population_pct,2012.0,31.634
IND,urban_population_pct,2013.0,32.003
IND,urban_population_pct,2014.0,32.384
IND,urban_population_pct,2015.0,32.777
IND,urban_population_pct,2016.0,33.182
IND,urban_population_pct,2017.0,33.6
IND,urban_population_pct,2018.0,34.03
IND,urban_population_pct,2019.0,34.472
IND,urban_population_pct,2020.0,34.926
IND,urban_population_pct,2021.0,35.393
IND,urban_population_pct,2022.0,35.872
IND,urban_population_pct,2023.0,36.364
ITA,urban_population_pct,2000.0,67.222
ITA,urban_population_pct,2001.0,67.282
ITA,urban_population_pct,2002.0,67.382
ITA,urban_population_pct,2003.0,67.501
ITA,urban_population_pct,2004.0,67.62
ITA,urban_population_pct,2005.0,67.738
ITA,urban_population_pct,2006.0,67.856
ITA,urban_population_pct,2007.0,67.974
ITA,urban_population_pct,2008.0,68.092
ITA,urban_population_pct,2009.0,68.209
ITA,urban_population_pct,2010.0,68.327
ITA,urban_population_pct,2011.0,68.444
ITA,urban_population_pct,2012.0,68.684
ITA,urban_population_pct,2013.0,68.979
ITA,urban_population_pct,2014.0,69.272
ITA,urban_population_pct,2015.0,69.565
ITA,urban_population_pct,2016.0,69.855
ITA,urban_population_pct,2017.0,70.144
ITA,urban_population_pct,2018.0,70.438
ITA,urban_population_pct,2019.0,70.736
ITA,urban_population_pct,2020.0,71.039
ITA,urban_population_pct,2021.0,71.346
ITA,urban_population_pct,2022.0,71.657
ITA,urban_population_pct,2023.0,71.973
JPN,urban_population_pct,2000.0,78.649
JPN,urban_population_pct,2001.0,79.99
JPN,urban_population_pct,2002.0,81.647
JPN,urban_population_pct,2003.0,83.196
JPN,urban_population_pct,2004.0,84.64
JPN,urban_population_pct,2005.0,85.978
JPN,urban_population_pct,2006.0,87.118
JPN,urban_population_pct,2007.0,88.146
JPN,urban_population_pct,2008.0,89.103
JPN,urban_population_pct,2009.0,89.989
JPN,urban_population_pct,2010.0,90.812
JPN,urban_population_pct,2011.0,91.069
JPN,urban_population_pct,2012.0,91.148
JPN,urban_population_pct,2013.0,91.226
JPN,urban_population_pct,2014.0,91.304
JPN,urban_population_pct,2015.0,91.381
JPN,urban_population_pct,2016.0,91.457
JPN,urban_population_pct,2017.0,91.535
JPN,urban_population_pct,2018.0,91.616
JPN,urban_population_pct,2019.0,91.698
JPN,urban_population_pct,2020.0,91.782
JPN,urban_population_pct,2021.0,91.867
JPN,urban_population_pct,2022.0,91.955
JPN,urban_population_pct,2023.0,92.043
NGA,urban_population_pct,2000.0,34.84
NGA,urban_population_pct,2001.0,35.669
NGA,urban_population_pct,2002.0,36.508
NGA,urban_population_pct,2003.0,37.356
NGA,urban_population_pct,2004.0,38.212
NGA,urban_population_pct,2005.0,39.074
NGA,urban_population_pct,2006.0,39.943
NGA,urban_population_pct,2007.0,40.819
NGA,urban_population_pct,2008.0,41.702
NGA,urban_population_pct,2009.0,42.588
NGA,urban_population_pct,2010.0,43.48
NGA,urban_population_pct,2011.0,44.366
NGA,urban_population_pct,2012.0,45.246
NGA,urban_population_pct,2013.0,46.118
NGA,urban_population_pct,2014.0,46.982
NGA,urban_population_pct,2015.0,47.838
NGA,urban_population_pct,2016.0,48.683
NGA,urban_population_pct,2017.0,49.519
NGA,urban_population_pct,2018.0,50.344
NGA,urban_population_pct,2019.0,51.157
NGA,urban_population_pct,2020.0,51.958
NGA,urban_population_pct,2021.0,52.746
NGA,urban_population_pct,2022.0,53.521
NGA,urban_population_pct,2023.0,54.283
USA,urban_population_pct,2000.0,79.057
USA,urban_population_pct,2001.0,79.234
USA,urban_population_pct,2002.0,79.409
USA,urban_population_pct,2003.0,79.583
USA,urban_population_pct,2004.0,79.757
USA,urban_population_pct,2005.0,79.928
USA,urban_population_pct,2006.0,80.099
USA,urban_population_pct,2007.0,80.269
USA,urban_population_pct,2008.0,80.438
USA,urban_population_pct,2009.0,80.606
USA,urban_population_pct,2010.0,80.772
USA,urban_population_pct,2011.0,80.944
USA,urban_population_pct,2012.0,81.119
USA,urban_population_pct,2013.0,81.299
USA,urban_population_pct,2014.0,81.483
USA,urban_population_pct,2015.0,81.671
USA,urban_population_pct,2016.0,81.862
USA,urban_population_pct,2017.0,82.058
USA,urban_population_pct,2018.0,82.256
USA,urban_population_pct,2019.0,82.459
USA,urban_population_pct,2020.0,82.664
